category,Original Text,Confidence,Context,Context,Argument 1,Argument 1,Relation,Relation,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Claim Id
8764,"""After unlocking an iPhone belonging to one of the people involved in the San Bernardino shooting, the FBI ruined the device by spilling water on it.""",0.9180804252893388,,,the people,"(49, 59)",involved,"(60, 68)",in the San Bernardino shooting,"(69, 99)",,,,,,,,,,,,,,,,,3907
8765,"""After unlocking an iPhone belonging to one of the people involved in the San Bernardino shooting, the FBI ruined the device by spilling water on it.""",0.9266232318014764,,,an iPhone,"(19, 28)",belonging,"(29, 38)",to one of the people,"(39, 59)",,,,,,,,,,,,,,,,,3907
8767,"""Bernie Sanders flies coach while traveling for his presidential campaign.""",0.7750460536631456,Bernie Sanders flies,"(3, 23)",Bernie Sanders,"(3, 17)",flies coach traveling,"((18, 23), (24, 29))",for his presidential campaign,"(46, 75)",,,,,,,,,,,,,,,,,3909
8768,"""Bernie Sanders flies coach while traveling for his presidential campaign.""",0.8406891599730786,,,Bernie Sanders,"(3, 17)",flies,"(18, 23)",coach,"(24, 29)",,,,,,,while traveling for his presidential campaign,"(30, 75)",,,,,,,,,3909
8769,"""Aaron Rodgers and Olivia Munn endorsed Bernie Sanders at a rally in Wisconsin.""",0.9382554258342916,,,Olivia Munn,"(0, 11)",endorsed,"(12, 20)",Bernie Sanders,"(21, 35)",,,,,,,,,,,,,,,,,3910
8770,"""Aaron Rodgers and Olivia Munn endorsed Bernie Sanders at a rally in Wisconsin.""",0.9382554258342916,,,Aaron Rodgers,"(6, 19)",endorsed,"(20, 28)",Bernie Sanders,"(29, 43)",,,,,,,,,,,,,at a rally in Wisconsin,"(44, 67)",,,3910
8772,"""Singer Kehlani was found dead in her home of an apparent suicide on 28 March 2016.""",0.9297147399762508,,,Singer Kehlani,"(3, 17)",was found,"(18, 27)",dead,"(28, 32)",,,,,,,,,,,,,in her home of an apparent suicide on 28 March 2016,"(33, 84)",,,3912
8773,"""Stephanie Cegielski, Donald Trump's top strategist, wrote an open letter to the Republican candidate's supporters.""",0.4953178616921359,,,Stephanie Cegielski,"(3, 22)",(is] top strategist (of],"(39, 53)",Donald Trump,"(24, 36)",,,,,,,,,,,,,,,,,3913
8774,"""Stephanie Cegielski, Donald Trump's top strategist, wrote an open letter to the Republican candidate's supporters.""",0.9143456855143792,,,Stephanie Cegielski,"(3, 22)",wrote,"(55, 60)",an open letter,"(61, 75)",to the Republican candidate's supporters,"(76, 116)",,,,,,,,,,,,,,,3913
8776,"""Students at Emory University were offered ""emergency counseling"" after pro-Trump graffiti appeared overnight in campus ""safe spaces.""""",0.9030401971054748,,,pro-Trump graffiti,"(76, 94)",appeared,"(95, 103)",,,,,,,,,overnight,"(104, 113)",,,,,in campus,"(114, 123)",,,3915
8778,"""Bernie Sanders's campaign bused fake supporters to rallies, caucuses, and events in order to prevent legitimate attendees from being able to participate.""",0.6981802672629641,,,legitimate attendees,"(85, 105)",to participate,"(122, 136)",,,,,,,,,,,,,,,,,,,3917
8779,"""Bernie Sanders's campaign bused fake supporters to rallies, caucuses, and events in order to prevent legitimate attendees from being able to participate.""",0.7665350501724939,,,legitimate attendees,"(85, 105)",from being,"(106, 116)",able to participate,"(117, 136)",,,,,,,,,,,,,,,,,3917
8780,"""Bernie Sanders's campaign bused fake supporters to rallies, caucuses, and events in order to prevent legitimate attendees from being able to participate.""",0.9387281236502384,,,Bernie Sanders 's campaign,"(6, 32)",bused,"(33, 38)",fake supporters,"(39, 54)",to events in order,"(55, 73)",,,,,,,,,,,,,,,3917
8781,"""Bernie Sanders's campaign bused fake supporters to rallies, caucuses, and events in order to prevent legitimate attendees from being able to participate.""",0.9387281236502384,,,Bernie Sanders 's campaign,"(6, 32)",bused,"(33, 38)",fake supporters,"(39, 54)",to caucuses,"(55, 66)",,,,,,,,,,,,,,,3917
8782,"""Bernie Sanders's campaign bused fake supporters to rallies, caucuses, and events in order to prevent legitimate attendees from being able to participate.""",0.9387281236502384,,,Bernie Sanders 's campaign,"(6, 32)",bused,"(33, 38)",fake supporters,"(39, 54)",to rallies,"(55, 65)",,,,,,,,,,,,,,,3917
8783,"""Account describes a cab driver taking an elderly woman to a hospice on the last ride of her life.""",0.8992938346510251,,,a cab driver,"(21, 33)",taking,"(34, 40)",an elderly woman,"(41, 57)",to a hospice on the last ride of her life,"(58, 99)",,,,,,,,,,,,,,,3918
8784,"""Account describes a cab driver taking an elderly woman to a hospice on the last ride of her life.""",0.9089272661524443,,,Account,"(3, 10)",describes,"(11, 20)",a cab driver taking an elderly woman to a hospice on the last ride of her life,"(21, 99)",,,,,,,,,,,,,,,,,3918
8785,"""Ronald Reagan went golfing after the 1983 terrorist bombing of a U.S. Marines barrack in Beirut.""",0.9699974998635916,,,Ronald Reagan,"(3, 16)",went,"(17, 21)",golfing,"(22, 29)",,,,,,,after the 1983 terrorist bombing of a U.S. Marines barrack in Beirut,"(30, 98)",,,,,,,,,3919
8792,"""Milk-Bone dog treats cause cancer in one of every two dogs that eat them.""",0.8247751551634085,,,every two dogs,"(47, 61)",eat,"(67, 70)",them,"(71, 75)",,,,,,,,,,,,,,,,,3923
8793,"""Milk-Bone dog treats cause cancer in one of every two dogs that eat them.""",0.9256263201643982,,,Milk-Bone dog treats,"(3, 23)",cause,"(24, 29)",cancer,"(30, 36)",,,,,,,in one of every two dogs,"(37, 61)",,,,,,,,,3923
8796,"""Congressman Ryan Zinke is offering an ""ISIS Hunting Tag"" to people who donate to his campaign.""",0.7950722565701456,,,people,"(65, 71)",donate,"(76, 82)",to his campaign,"(83, 98)",,,,,,,,,,,,,,,,,3925
8797,"""Congressman Ryan Zinke is offering an ""ISIS Hunting Tag"" to people who donate to his campaign.""",0.9436221120476838,,,Congressman Ryan Zinke,"(3, 25)",is offering,"(26, 37)",an ISIS Hunting Tag,"(38, 59)",to people,"(62, 71)",,,,,,,,,,,,,,,3925
8801,"""The FDA classified walnuts as drugs.""",0.9266232318014764,,,The FDA,"(3, 10)",classified,"(11, 21)",walnuts,"(22, 29)",as drugs,"(30, 38)",,,,,,,,,,,,,,,3927
8802,"""The Food and Drug Administration (FDA) banned the sale of cannabidiol (CBD) oils because a drug company is interested in marketing them.""",0.8847892450006346,,,The Drug Administration,"(6, 29)",banned,"(38, 44)",the sale of cannabidiol ( CBD ) oils,"(45, 81)",because a drug company is interested in marketing them,"(82, 136)",,,,,,,,,,,,,,,3928
8803,"""The Food and Drug Administration (FDA) banned the sale of cannabidiol (CBD) oils because a drug company is interested in marketing them.""",0.8247751551634085,,,a drug company,"(90, 104)",in marketing,"(119, 131)",them,"(132, 136)",,,,,,,,,,,,,,,,,3928
8804,"""The Food and Drug Administration (FDA) banned the sale of cannabidiol (CBD) oils because a drug company is interested in marketing them.""",0.8807736236589644,,,a drug company,"(90, 104)",is,"(105, 107)",interested in marketing them,"(108, 136)",,,,,,,,,,,,,,,,,3928
8805,"""The Food and Drug Administration (FDA) banned the sale of cannabidiol (CBD) oils because a drug company is interested in marketing them.""",0.8847892450006346,,,The Food Administration,"(6, 29)",banned,"(38, 44)",the sale of cannabidiol ( CBD ) oils,"(45, 81)",because a drug company is interested in marketing them,"(82, 136)",,,,,,,,,,,,,,,3928
8809,"""A family of three drowned when they neglected to close their car's sunroof before going through a carwash.""",0.4008138313017749,they neglected,"(34, 48)",they,"(34, 38)",neglected to close,"((39, 48), (49, 57))",their car's sunroof,"(58, 77)",,,,,,,before going through a carwash,"(78, 108)",,,,,,,,,3931
8810,"""A family of three drowned when they neglected to close their car's sunroof before going through a carwash.""",0.5175518168288219,,,they,"(34, 38)",neglected,"(39, 48)",to close their car's sunroof before going through a carwash,"(49, 108)",,,,,,,,,,,,,,,,,3931
8811,"""A family of three drowned when they neglected to close their car's sunroof before going through a carwash.""",0.9077138780298116,,,A family of three,"(3, 20)",drowned,"(21, 28)",,,,,,,,,when they neglected to close their car's sunroof before going through a carwash,"(29, 108)",,,,,,,,,3931
8821,"""Pantene shampoo and conditioner leave a build-up on hair that causes it to heat up and ""smoke"" when combined with highlight foils.""",0.8320268807840734,,,conditioner,"(4, 15)",leave,"(16, 21)",a build - up on hair that causes   smoke  ,"(22, 68)",,,,,,,,,,,,,,,,,3936
8822,"""Pantene shampoo and conditioner leave a build-up on hair that causes it to heat up and ""smoke"" when combined with highlight foils.""",0.3880890333449538,a build - up on hair causes,"(22, 54)",it,"(55, 57)",to heat up,"(58, 68)",,,,,,,,,when combined with highlight foils,"(69, 103)",,,,,,,,,3936
8823,"""Pantene shampoo and conditioner leave a build-up on hair that causes it to heat up and ""smoke"" when combined with highlight foils.""",0.7289000324860005,,,conditioner,"(4, 15)",leave,"(16, 21)",a build - up on hair that causes it to heat up,"(22, 68)",,,,,,,,,,,,,,,,,3936
8824,"""Pantene shampoo and conditioner leave a build-up on hair that causes it to heat up and ""smoke"" when combined with highlight foils.""",0.9061758153210928,,,a build - up on hair,"(28, 48)",causes,"(54, 60)",smoke,"(65, 70)",,,,,,,when combined with highlight foils,"(75, 109)",,,,,,,,,3936
8825,"""Pantene shampoo and conditioner leave a build-up on hair that causes it to heat up and ""smoke"" when combined with highlight foils.""",0.8809190808514925,,,Pantene shampoo,"(6, 21)",leave,"(22, 27)",a build - up on hair that causes   smoke  ,"(28, 74)",,,,,,,,,,,,,,,,,3936
8826,"""Pantene shampoo and conditioner leave a build-up on hair that causes it to heat up and ""smoke"" when combined with highlight foils.""",0.3880890333449538,a build - up on hair causes,"(28, 60)",it,"(61, 63)",to heat up,"(64, 74)",,,,,,,,,when combined with highlight foils,"(75, 109)",,,,,,,,,3936
8827,"""Pantene shampoo and conditioner leave a build-up on hair that causes it to heat up and ""smoke"" when combined with highlight foils.""",0.8288325228954319,,,a build - up on hair,"(28, 48)",causes,"(54, 60)",it to heat up when combined with highlight foils,"(61, 109)",,,,,,,,,,,,,,,,,3936
8828,"""Pantene shampoo and conditioner leave a build-up on hair that causes it to heat up and ""smoke"" when combined with highlight foils.""",0.8006162983717781,,,Pantene shampoo,"(6, 21)",leave,"(22, 27)",a build - up on hair that causes it to heat up,"(28, 74)",,,,,,,,,,,,,,,,,3936
8834,"""Nike didn't sign Steph Curry because the NBA star insisted on putting a Bible verse on his sneakers.""",0.9008439278303834,,,the NBA star,"(40, 52)",insisted,"(53, 61)",on putting a Bible verse on his sneakers,"(62, 102)",,,,,,,,,,,,,,,,,3939
8835,"""Nike didn't sign Steph Curry because the NBA star insisted on putting a Bible verse on his sneakers.""",0.9231320349505968,,,Nike,"(3, 7)",did n't sign,"(8, 19)",Steph Curry,"(20, 31)",because the NBA star insisted on putting a Bible verse on his sneakers,"(32, 102)",,,,,,,,,,,,,,,3939
8836,"""Police are asking meth users to bring in their drugs because they might be contaminated with Ebola.""",0.6582659227599074,,,they,"(64, 68)",might be contaminated,"(69, 90)",with Ebola,"(91, 101)",,,,,,,,,,,,,,,,,3940
8837,"""Police are asking meth users to bring in their drugs because they might be contaminated with Ebola.""",0.8348583869532935,,,meth users,"(21, 31)",to bring,"(32, 40)",in,"(41, 43)",their drugs,"(44, 55)",,,,,,,,,,,,,,,3940
8838,"""Police are asking meth users to bring in their drugs because they might be contaminated with Ebola.""",0.8985497890780633,,,Police,"(3, 9)",are asking,"(10, 20)",meth users,"(21, 31)",to bring in their drugs because they might be contaminated with Ebola,"(32, 101)",,,,,,,,,,,,,,,3940
8841,"""The U.S. Department of Interior sent out an official news release stating that President Obama was reducing the size of the Navajo Reservation.""",0.9240540007105948,an official news release stating,"(44, 76)",President Obama,"(82, 97)",was reducing,"(98, 110)",the size of the Navajo Reservation,"(111, 145)",,,,,,,,,,,,,,,,,3942
8842,"""The U.S. Department of Interior sent out an official news release stating that President Obama was reducing the size of the Navajo Reservation.""",0.8644516530456832,,,an official news release,"(44, 68)",stating,"(69, 76)",that President Obama was reducing the size of the Navajo Reservation,"(77, 145)",,,,,,,,,,,,,,,,,3942
8843,"""The U.S. Department of Interior sent out an official news release stating that President Obama was reducing the size of the Navajo Reservation.""",0.9404096611649424,,,The U.S. Department of Interior,"(3, 34)",sent,"(35, 39)",out,"(40, 43)",an official news release stating that President Obama was reducing the size of the Navajo Reservation,"(44, 145)",,,,,,,,,,,,,,,3942
8856,"""An ""alien mummy"" was recently unearthed in a pyramid, and scientists cannot explain its origins.""",0.8211012035398638,,,scientists,"(0, 10)",can not explain,"(11, 26)",its origins,"(27, 38)",,,,,,,,,,,,,,,,,3949
8857,"""An ""alien mummy"" was recently unearthed in a pyramid, and scientists cannot explain its origins.""",0.9246380014408098,,,An   alien mummy,"(6, 24)",was unearthed,"((29, 32), (42, 51))",,,,,,,,,recently,"(33, 41)",,,,,in a pyramid,"(52, 64)",,,3949
8858,"""Taxpayers paid more than $40,000 for Sasha and Malia Obama's state dinner dresses.""",0.9324144673478684,,,Taxpayers,"(6, 15)",paid,"(16, 20)","more than $ 40,000","(21, 39)",for Malia Obama 's state dinner dresses,"(40, 79)",,,,,,,,,,,,,,,3950
8859,"""Taxpayers paid more than $40,000 for Sasha and Malia Obama's state dinner dresses.""",0.9990000128746032,,,Taxpayers,"(0, 0)",paid,"(0, 0)",more than $ 40000,,,,,,,,,,,,,,,,,,3950
8860,"""Taxpayers paid more than $40,000 for Sasha and Malia Obama's state dinner dresses.""",0.9324144673478684,,,Taxpayers,"(6, 15)",paid,"(16, 20)","more than $ 40,000","(21, 39)",for Sasha,"(40, 49)",,,,,,,,,,,,,,,3950
8861,"""Keith Richards once pulled a knife on Donald Trump.""",0.9582370156432221,,,Keith Richards,"(3, 17)",pulled,"(23, 29)",a knife,"(30, 37)",on Donald Trump,"(38, 53)",,,,,once,"(18, 22)",,,,,,,,,3951
8862,"""Doors singer Jim Morrison has been found alive in a Paris retirement home.""",0.3808945036672451,,,Jim Morrison,"(16, 28)",(is] singer (of],"(9, 15)",Doors,"(3, 8)",,,,,,,,,,,,,,,,,3952
8863,"""Doors singer Jim Morrison has been found alive in a Paris retirement home.""",0.9485479188231728,,,Doors singer Jim Morrison,"(3, 28)",has been found,"(29, 43)",alive,"(44, 49)",,,,,,,,,,,,,in a Paris retirement home,"(50, 76)",,,3952
8864,"""Ted Cruz and Marco Rubio urged people to vote for a Democrat if Donald Trump wins the 2016 Republican presidential nomination.""",0.9382554258342916,,,Marco Rubio,"(6, 17)",urged,"(18, 23)",people,"(24, 30)",to vote for a Democrat,"(31, 53)",,,,,,,,,,,,,,,3953
8865,"""Ted Cruz and Marco Rubio urged people to vote for a Democrat if Donald Trump wins the 2016 Republican presidential nomination.""",0.9436740204769644,,,Donald Trump,"(54, 66)",wins,"(67, 71)",the 2016 Republican presidential nomination,"(72, 115)",,,,,,,,,,,,,,,,,3953
8866,"""Ted Cruz and Marco Rubio urged people to vote for a Democrat if Donald Trump wins the 2016 Republican presidential nomination.""",0.9105129651916236,,,people,"(21, 27)",to vote,"(28, 35)",for a Democrat,"(36, 50)",,,,,,,,,,,,,,,,,3953
8867,"""Ted Cruz and Marco Rubio urged people to vote for a Democrat if Donald Trump wins the 2016 Republican presidential nomination.""",0.9382554258342916,,,Ted Cruz,"(6, 14)",urged,"(15, 20)",people,"(21, 27)",to vote for a Democrat,"(28, 50)",,,,,,,,,,,,,,,3953
8868,"""A woman encountered kidnapping scouts at a Houston Target.""",0.9180804252893388,,,A woman,"(3, 10)",encountered,"(11, 22)",kidnapping scouts,"(23, 40)",,,,,,,,,,,,,at a Houston Target,"(41, 60)",,,3954
8869,"""Hillary Clinton overlooked Benghazi victims when she said that ""we didn't lose a single person in Libya"" during a campaign event on MSNBC.""",0.4328394458044063,she said,"(52, 60)",we,"(68, 70)",did n't lose,"(71, 82)",a single person in Libya,"(83, 107)",,,,,,,during a campaign event on MSNBC,"(110, 142)",,,,,,,,,3955
8870,"""Hillary Clinton overlooked Benghazi victims when she said that ""we didn't lose a single person in Libya"" during a campaign event on MSNBC.""",0.19527928014729373,,,she,"(52, 55)",said,"(56, 60)",that we didn't lose a single person in Libya during a campaign event on MSNBC,"(61, 142)",,,,,,,,,,,,,,,,,3955
8871,"""Hillary Clinton overlooked Benghazi victims when she said that ""we didn't lose a single person in Libya"" during a campaign event on MSNBC.""",0.828527501454535,,,Hillary Clinton,"(3, 18)",overlooked,"(19, 29)",Benghazi victims,"(30, 46)",,,,,,,when she said that we didn't lose a single person in Libya during a campaign event on MSNBC,"(47, 142)",,,,,,,,,3955
